Category,Competition Date,Competition Title,FIRST,Final,LAST,Nation,Points,Qualification,Rank,StartNr,Semifinal,Qualification 1,Qualification 2
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Katarina,,VALEKOVA,SVK,55.86,,55,62,,20 60.,28+52.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Yael,,SINAI,ISR,56.72,,56,51,,27+54.,25+58.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Olesia,,LENARTOVICH,RUS,56.99,,57,57,,22+58.,26+55.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Maria,,NEDELCHEVA,BUL,57.45,,58,32,,27+54.,24 60.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Ysaline,,DAELE,BEL,57.48,,59,11,,20+59.,26+55.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Barbora,,CEMANOVA,SVK,57.75,,60,55,,26+57.,25+58.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Nolwenn,51+,ARC,FRA,1.73,,1,266,,44+1.,Top1.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Eliska,50+,ADAMOVSKA,CZE,3.46,,2,265,,39+4.,Top1.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Eva Maria,47+,HAMMELMÜLLER,AUT,3.74,,3,249,,43 2.,45+6.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Noa,45,SHIRAN,ISR,3.00,,4,252,,42+3.,Top1.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Mattea,44+,PÖTZI,AUT,4.24,,5,256,,34+6.,Top1.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Chiara,43.5+,SCHAFFERER,AUT,6.71,,6,253,,35+5.,45 9.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Daria,40+,VERETENINA,RUS,5.34,,7,246,,31+8.,Top1.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Celina,38+,SCHOIBL,AUT,8.15,,8,240,,31+8.,45+6.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Léa,33+,DELACQUIS,FRA,7.00,,9,260,,34 7.,45+6.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Mia Stöver,32+,WOLLEBAEK,NOR,10.22,,10,257,,31+8.,42+11.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Zoe,,PEETERMANS,GBR,11.83,,11,247,,30+14.,43+10.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Thea,,CAMERON,GBR,13.46,,12,254,,31 12.,41+14.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Eliska,,NOVOTNA,CZE,13.46,,12,255,,31 12.,41+14.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Leonie,,LOCHNER,GER,14.36,,14,250,,30 15.,42 12.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Roxana,,WIENAND,GER,14.36,,14,239,,30 15.,42 12.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Käthe,,ATKINS,GER,14.46,,16,258,,31+8.,35 22.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Martina,,DE PRETO,ITA,16.75,,17,248,,30 15.,39+16.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Anastasiia,,EVGENEVA,RUS,16.75,,17,238,,30 15.,39+16.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",valentine,,MANGIN,FRA,17.97,,19,241,,29+19.,39+16.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Lucie,,VAILLANT BULTEL,FRA,19.74,,20,264,,29 20.,37+19.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Cathinka,,TILBORGHS,BEL,21.49,,21,269,,27 22.,35+21.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Hannah,,HERMANN,SUI,22.14,,22,263,,25+24.,37 20.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Freja,,DUNCAN,SWE,22.64,,23,245,,29 20.,31+25.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Nora,,RAINER,ITA,23.49,,24,261,,26 23.,32+24.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Jael,,GERBER,SUI,23.74,,25,242,,25+24.,34+23.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Vella,,NEDELCHEVA,BUL,26.50,,26,243,,14+27.,23+26.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Signe Ingvarda,,ØYE,NOR,26.50,,26,244,,16 26.,21+27.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Alberto,Top,GINÉS LÓPEZ,ESP,2.45,,1,219,,Top1.,Top1.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Paul,53+,JENFT,FRA,2.45,,2,203,,Top1.,Top1.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Hamish,51,MCARTHUR,GBR,3.87,,3,222,,Top1.,46+4.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Andrej,51,POLAK,SLO,3.87,,4,202,,Top1.,46+4.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Davide Marco,48+,COLOMBO,ITA,3.74,,5,200,,40 7.,Top1.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Thomas,48,PODOLAN,AUT,6.60,,6,214,,Top1.,43+14.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Giorgio,47+,TOMATIS,ITA,9.95,,7,223,,39+8.,44+10.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Diego,46,FOURBET,FRA,9.33,,8,226,,40+6.,43+14.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Ties,44,VANCRAEYNEST,BEL,7.75,,9,210,,37+12.,46+4.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Leto,43+,CAVÉ,NED,8.75,,10,199,,39+8.,45 8.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Anej,,BATAGELJ,SLO,10.91,,11,209,,36+13.,45+7.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Jan,,VOPAT,CZE,11.00,,12,186,,39 11.,44+10.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Paolo,,STERNI,ITA,14.58,,13,227,,32 24.,45 8.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Semen,,OVCHINNIKOV,RUS,14.87,,14,204,,36+13.,44 13.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Nicolò,,BALDUCCI,ITA,15.87,,15,228,,39+8.,35 28.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Andreas,,HOFHERR,AUT,16.49,,16,216,,36+13.,41 16.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Lucas,,DUFROS,FRA,17.00,,17,212,,36+13.,39+17.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Dario,,JOST,SUI,17.73,,18,207,,36+13.,38+18.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Johannes,,HOFHERR,AUT,19.48,,19,198,,28+34.,44+10.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Mischa,,RADT,NED,20.62,,20,191,,36+13.,35.5+24.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Finley,,WOOD,GBR,20.62,,20,229,,36+13.,35.5+24.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Daniel,,SMITH,GBR,21.42,,22,234,,36+13.,35+27.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Jakub,,ZIETEK,POL,22.25,,23,233,,33 22.,36+22.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Maximilian,,LENZ,AUT,22.56,,24,230,,30+27.,38+18.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Geva,,LEVIN,ISR,23.69,,25,221,,36+13.,33+33.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Petar,,ATANASOV,BUL,25.76,,26,205,,30 29.,36+22.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Jáchym,,CINK,CZE,26.49,,27,235,,32+23.,34+29.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Christoph,,BRÄUER,AUT,27.61,,28,206,,32 24.,34+29.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Michel,,ERNI,SUI,28.06,,29,195,,27+36.,37+21.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Cedric Lluc,,MILLES,GER,29.37,,30,201,,28+34.,35.5+24.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Marek,,JELIGA,CZE,30.33,,31,224,,22+45.,38 20.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Hristo,,OURUMOV,BUL,30.80,,32,232,,30+27.,32+34.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Luca,,FERRARI,BEL,30.82,,33,218,,32 24.,31+37.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Vivian,,FUMEAUX,SUI,34.57,,34,231,,30 29.,29+40.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Dimitar,,RUSEV,BUL,34.60,,35,237,,29+31.,31+37.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Hlib,,SUKHOVOI,UKR,34.93,,36,196,,27 40.,34+29.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Albert,,MUSIL,CZE,35.72,,37,185,,29+31.,29+40.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Matey,,MITSEV,BUL,35.79,,38,187,,25 42.,34+29.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Jasper,,VAN MALDEREN,BEL,35.97,,39,190,,27+36.,32+34.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Ludvig,,HULT,SWE,37.23,,40,225,,29 33.,29 42.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Paul,,BRAND,NED,39.34,,41,220,,24+43.,32 36.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Örjan,,RÖDLAND VAAGE,NOR,40.89,,42,189,,24 44.,31+37.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Lawrence,,BOGESCHDORFER,AUT,41.31,,43,213,,27+36.,24 45.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Samuel,,STEFANIK,SVK,41.98,,44,215,,27+36.,23+47.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Jakub,,FABRIC,SVK,42.23,,45,208,,26+41.,24+43.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Marius,,AUDENIS,SUI,44.73,,46,193,,22+45.,24+43.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Tobias,,REIDEL,NOR,46.73,,47,217,,17 48.,24 45.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Piotr,,SALACH,POL,46.99,,48,211,,22+45.,23 48.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Mor,,OFER,ISR,49.25,,49,194,,15+49.,21+49.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Sindre Aarø,,MAULAND,NOR,50.74,,50,236,,15 51.,18 50.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Lior,,AVNI,ISR,51.22,,51,197,,15+49.,10 53.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Mykhailo,,DRACHENKO,UKR,51.75,,52,188,,15 51.,10+52.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Lars,,MATRE,NOR,51.99,,53,192,,13+53.,14 51.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Gergő,51,VÁLYI,HUN,5.70,,1,79,,44+5.,47+5.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Jaka,50+,JAKI,SLO,8.46,,2,126,,44+5.,44 11.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Adam,50,ADAMOVSKY,CZE,2.55,,3,97,,44+5.,Top1.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Mejdi,49+,SCHALCK,FRA,3.24,,4,66,,45+3.,48+2.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Luka,49+,JERMAN,SLO,4.24,,5,122,,47 2.,44+8.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Slav,49+,KIROV,BUL,9.80,,6,75,,41+28.,48+2.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Jitse,48+,REMES,BEL,9.80,,7,63,,41+28.,48+2.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Lluc,46,MACIÀ LLOBET,ESP,4.24,,8,124,,Top1.,40 17.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Illia,45+,BAKHMET-SMOLENSKYI,UKR,9.87,,9,87,,44+5.,42 15.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Timotej,43.5+,ROMŠAK,SLO,8.47,,10,125,,45+3.,39 20.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Toby,,ROBERTS,GBR,11.22,,11,95,,43+11.,44+8.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",David,,ZINSLER,AUT,11.32,,12,89,,44 9.,42+13.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Maksym,,VNUKOV,UKR,12.33,,13,103,,44 9.,40+16.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Till,,VON BOTHMER,GER,12.61,,14,76,,42 26.,47 6.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Emil,,ZIMMERMANN,GER,12.96,,15,117,,43+11.,43+12.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Joseph,,XIBERRAS,GBR,13.75,,16,73,,43+11.,42+13.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Vladislav,,SHUNEVICH,RUS,14.23,,17,84,,42+20.,44+8.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Michel,,SIEDLER,GER,14.97,,18,100,,41+28.,46+7.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Aimar,,USON POBES,ESP,17.55,,19,91,,43+11.,38+22.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Sam,,POULLAIN,FRA,18.52,,20,88,,43+11.,37+23.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",David,,RUNGGATSCHER,AUT,19.80,,21,119,,43+11.,35+28.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Anselmo,,BAZZANI,ITA,20.12,,22,64,,42+20.,40 17.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Lukas,,SAGER,AUT,23.48,,23,81,,42+20.,37+23.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Piotr,,NIZNIK,POL,24.00,,24,65,,41+28.,40 17.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Attila Zsombor,,RADICS,HUN,25.38,,25,107,,43+11.,31+41.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Georgii,,KEDROV,RUS,26.16,,26,112,,43 18.,33 37.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Tim,,KOROSEC,SLO,27.72,,27,127,,42 26.,35 29.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Robin,,KIRCHMAIR,AUT,27.86,,28,114,,42+20.,33+33.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Illia,,MANIAKIN,UKR,30.54,,29,72,,31 44.,39 20.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Victor,,GUILLERMIN,FRA,31.16,,30,111,,43 18.,31 52.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Justin,,BOUKANDJA BATHOL,FRA,31.89,,31,118,,36 41.,37+23.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Alfie,,DUCKWORTH,GBR,32.17,,32,106,,42+20.,31+41.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Mattia,,COSTANTINO,ITA,32.66,,33,101,,37 39.,36+27.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Kirill,,BELIANKIN,RUS,33.23,,34,104,,41+28.,33+33.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Nimród Sebestyén,,TUSNÁDY,HUN,33.23,,34,70,,41+28.,33+33.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Ondrej,,MAZL,CZE,34.37,,36,83,,38+37.,34 31.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Nathan,,ROUSSELLE,BEL,34.37,,36,90,,38+37.,34 31.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Lukas,,ZGRAGGEN,SUI,35.00,,38,82,,29+49.,37+23.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Jack,,MACDOUGALL,GBR,35.55,,39,121,,41+28.,32 39.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Joanes,,ESPARTA FRADE,ESP,35.81,,40,123,,42+20.,29+57.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Jim,,ZEIMES,LUX,37.95,,41,67,,30+48.,34+30.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Konstanty,,SOBANSKI,POL,38.37,,42,102,,41+28.,31+41.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Alessandro,,MELE,ITA,41.76,,43,98,,41+28.,30+54.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Thorben Perry,,BLOEM,GER,42.63,,44,108,,37 39.,31+41.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Louis,,GUIGNARD,SUI,43.69,,45,105,,36 41.,31+41.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Yan,,JAKOB,SUI,44.15,,46,74,,25+54.,33+33.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Kristoffer Raa,,DANIELSEN,NOR,44.47,,47,115,,31+43.,31+41.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Emil,,TEUFEL,AUT,45.75,,48,109,,31 44.,31+41.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Davide,,ZANE,ITA,45.75,,48,96,,31 44.,31+41.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Bence,,FUKSZ,HUN,45.75,,50,120,,28 53.,32 39.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Teodor,,KIRKEBØ,NOR,47.96,,51,99,,29+49.,31+41.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Nimrod,,LAVEE,ISR,47.96,,51,80,,29+49.,31+41.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Matvei,,SIDELNIKOV,RUS,48.15,,53,113,,25 60.,32+38.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Silas,,MATZER,SUI,49.80,,54,129,,31 44.,30+54.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Mikuláš,,PETRIK,CZE,50.98,,55,86,,25+54.,31+41.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Jonas,,BIACK,AUT,56.59,,56,110,,25 60.,31 52.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Filip,,HROMADA,SVK,56.78,,57,69,,29 52.,26+62.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Óscar,,MONTÓN GARCÍA,ESP,57.74,,58,128,,25+54.,28+58.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Jonathan,,TSABA,ISR,58.45,,59,68,,25 60.,30 56.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Thomas,,KROA,CZE,58.71,,60,94,,25+54.,28 61.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Trym Skuggen,,LANDMARK,NOR,59.66,,61,77,,25+54.,26 63.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Martin,,SMILNAK,SVK,61.07,,62,92,,25+54.,19 66.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Roko,,ČAČIJA,CRO,62.17,,63,93,,22+65.,28+58.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Andrej,,BUZASI,SVK,62.87,,64,85,,21+67.,28+58.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Gustavo,,CUNHA,POR,63.75,,65,116,,24+63.,25+64.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Matan,,SAT,ISR,65.23,,66,78,,24+63.,10+67.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Inbar Doron,,SELA,ISR,65.25,,67,71,,22+65.,25 65.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Stefan,52+,SCHERZ,AUT,4.90,,1,274,,46 4.,39+3.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Filip,51,SCHENK,ITA,2.45,,2,301,,Top1.,39+3.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Mikel Asier,51,LINACISORO MOLINA,ESP,6.12,,3,304,,46+2.,36+12.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Alistair,48+,DUVAL,FRA,1.58,,4,275,,46+2.,Top1.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Klemen,48+,NOVAK,SLO,7.35,,5,270,,41+9.,39+3.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Paul,48+,ZAUNER,AUT,7.78,,6,284,,44+5.,37+11.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Ziga,46+,ZAJC,SLO,8.49,,7,302,,37+12.,39+3.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Nino,46+,GRÜNENFELDER,SUI,9.49,,8,278,,36 15.,39+3.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Mykhayil,46,TKACHUK,UKR,3.87,,9,314,,43+7.,40+2.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Louis,42+,GUNDOLF,AUT,9.08,,10,312,,44+5.,36+12.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Peter,,KURIC,SVK,10.25,,11,291,,35.5+16.,39+3.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Nicolai,,UZNIK,AUT,10.25,,11,303,,35.5+16.,39+3.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Andoni,,ESPARTA FRADE,ESP,12.55,,13,306,,38 10.,36+12.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Philipp,,GEISENHOFF,SUI,14.23,,14,297,,36+13.,36+12.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Šimon,,POTŮČEK,CZE,14.23,,14,299,,43+7.,32 25.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Louis,,DEBRULLE,BEL,14.49,,16,285,,33+21.,38+10.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Roman,,NEUWIRTH,AUT,15.20,,17,298,,38 10.,34+22.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Jules,,MARCHALAND,FRA,16.20,,18,300,,35.5+16.,36+12.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Julien,,CLÉMENCE,SUI,18.47,,19,287,,35.5+16.,35+19.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Maximillian,,MILNE,GBR,18.57,,20,308,,30 23.,36+12.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Dylan,,CHUAT,SUI,19.09,,21,309,,36+13.,32 25.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Mathieu,,MIQUEL,FRA,19.94,,22,313,,28+25.,36+12.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Olaf,,MALINOWSKI,POL,23.49,,23,292,,29 24.,33+23.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Štěpán,,POTŮČEK,CZE,24.37,,24,307,,31 22.,32 25.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Rafael,,CORONADO,LUX,26.72,,25,311,,27+30.,35 21.
lead,2  - 4 August 2019,"European Youth Cup (S,L) - Imst (AUT) 2019",Lionel,,BAUDUIN,BEL,27.58,,26,277,,24+39.,35+19.
